iter	RMSE
494	0.1988971266
495	0.1987784654
496	0.1987088669
497	0.1986140158
498	0.19849438
499	0.1983728921
500	0.1982321735
501	0.1980766064
502	0.1979911422
503	0.1979089413
504	0.1977020734
505	0.1976192005
506	0.1975173108
507	0.1973862769
508	0.1972568048
509	0.1970731932
510	0.1970027433
511	0.1968386422
512	0.1967069188
513	0.1966325884
514	0.1964860992
515	0.1963578416
516	0.1962632625
517	0.1961464923
518	0.1960191288
519	0.1958614563
520	0.1956829035
521	0.1955658055
522	0.1953782735
523	0.1952550837
524	0.1951224598
525	0.1950362411
526	0.1948644802
527	0.1945765394
528	0.1943732782
529	0.1942509213
530	0.1941507935
531	0.1939945747
532	0.1938641927
533	0.1937286112
534	0.1935601232
535	0.1934755446
536	0.1933797236
537	0.1932421048
538	0.1931243066
539	0.1930104456
540	0.1928376821
541	0.1926866913
542	0.1925610567
543	0.1924805152
544	0.1923618991
545	0.1922290395
546	0.1919204495
547	0.1918439665
548	0.1916807195
549	0.1913258927
550	0.191161214
551	0.1910701586
552	0.1909462728
553	0.1908505018
554	0.1907529018
555	0.1906546517
556	0.1905208154
557	0.1902537909
558	0.1901381305
559	0.1900016634
560	0.1899129582
561	0.1897517073
562	0.1896292254
563	0.1895605119
564	0.1894235454
565	0.1892719268
566	0.1890858288
567	0.1890107562
568	0.1889144902
569	0.1888020523
570	0.1886953702
571	0.1886304012
572	0.188547978
573	0.188371363
574	0.1882830204
575	0.1880510629
576	0.1879597079
577	0.1879068542
578	0.1877359032
579	0.1875769291
580	0.1875295184
581	0.1874045599
582	0.1871617469
583	0.1870554895
584	0.1867452179
585	0.1865813137
586	0.1864524143
587	0.1863657226
588	0.1862379166
589	0.1861614365
590	0.1860744065
591	0.1859480079
592	0.1858516886
593	0.1857532989
594	0.1856351143
595	0.1855704022
596	0.1854569088
597	0.1853403629
598	0.1852246742
599	0.1851030552
600	0.1849936302
601	0.18490241
602	0.1847996936
603	0.1846962248
604	0.1845738159
605	0.1844677227
606	0.1843844151
607	0.1842743597
608	0.184151334
609	0.1838541584
610	0.1837607614
611	0.1836713507
612	0.1833930735
613	0.1832890514
614	0.1831397942
615	0.1830683481
616	0.1829888594
617	0.1828858805
618	0.182801215
619	0.1827347528
620	0.1825702914
621	0.1824282996
622	0.1823212747
623	0.182255129
624	0.1820159716
625	0.1819559247
626	0.1818281172
627	0.1817276759
628	0.1816629975
629	0.1815062859
630	0.1814231148
631	0.1813486614
632	0.1812020977
633	0.181113831
634	0.1809944597
635	0.1809150618
636	0.1808049279
637	0.180769539
638	0.1807074597
639	0.1806477774
640	0.1805383094
641	0.1804442039
642	0.180348517
643	0.1801690467
644	0.1801069263
645	0.1800137164
646	0.1799210161
647	0.1798137036
648	0.1796861714
649	0.1795772787
650	0.1794974109
651	0.1793448903
652	0.1792646174
653	0.1791985426
654	0.1791252959
655	0.1790514686
656	0.1789782447
657	0.1789052623
658	0.1788290004
659	0.1787316024
660	0.1786727775
661	0.1786084561
662	0.1785275308
663	0.1784563858
664	0.1783977818
665	0.1782707225
666	0.1781592292
667	0.1779889328
668	0.1779214672
669	0.1777976582
670	0.1777214357
671	0.1776447653
672	0.1775315212
673	0.1774980252
674	0.1773787702
675	0.1772869536
676	0.1771829701
677	0.1770714966
678	0.1769155593
679	0.1768167971
680	0.1767399188
681	0.1766381279
682	0.1765700252
683	0.1764865763
684	0.1763283404
685	0.1762573459
686	0.1761794846
687	0.1760639428
688	0.176000859
689	0.1759446588
690	0.1758265141
691	0.1757434049
692	0.1756065263
693	0.1755517134
694	0.1754847567
695	0.1754169045
696	0.1753391677
697	0.1752474821
698	0.1751387938
699	0.1750430429
700	0.1749819402
701	0.1749442707
702	0.1748984434
703	0.1748317482
704	0.1747791407
705	0.1747353319
706	0.1746521147
707	0.1745582015
708	0.1744960492
709	0.1744453214
710	0.1742598963
711	0.1741949073
712	0.1741492936
713	0.1740372608
714	0.1738965239
715	0.1738157962
716	0.1736549837
717	0.1736125557
718	0.1735624742
719	0.173497494
720	0.1733952154
721	0.173346736
722	0.1732964943
723	0.1731077782
724	0.1730463454
725	0.1729842863
726	0.1728818489
727	0.1727975273
728	0.1726558618
729	0.172594624
730	0.1725061771
731	0.1724411971
732	0.1723838622
733	0.1723194915
734	0.1721710775
735	0.1721155009
736	0.1720464956
737	0.1719381913
738	0.1718711123
739	0.1717684026
740	0.1716325799
741	0.1715650024
742	0.17150563
743	0.1712529676
744	0.1711623478
745	0.1710323879
746	0.17091477
747	0.1708256346
748	0.1707553034
749	0.1707027549
750	0.1706535699
751	0.1706058339
752	0.1704583064
753	0.170402641
754	0.170286335
755	0.1701868467
756	0.1701000713
757	0.1700421378
758	0.1698379128
759	0.1696810459
760	0.1695265635
761	0.1694714885
762	0.1694184335
763	0.1693478253
764	0.1692835644
765	0.1692212648
766	0.1691214854
767	0.1690635965
768	0.1689165792
769	0.1688599996
770	0.1688146639
771	0.1687738178
772	0.1687056415
773	0.1686393508
774	0.168552525
775	0.1684774485
776	0.1683260553
777	0.1681728495
778	0.1681199403
779	0.1680462278
780	0.1680000231
781	0.1677671837
782	0.1677299441
783	0.1676658725
784	0.167542997
785	0.1674129135
786	0.1672983774
787	0.1672519638
788	0.1672042447
789	0.1671574748
790	0.1670538154
791	0.1669808267
792	0.16688916
793	0.1668452703
794	0.1666371205
795	0.1665691667
796	0.1664530395
797	0.1663368439
798	0.1662688028
799	0.1661669474
800	0.1661084445
801	0.1660223908
802	0.1659419734
803	0.1658878395
804	0.165677168
805	0.165600249
806	0.1655299298
807	0.1655202757
808	0.1655108389
809	0.165435792
810	0.1652673685
811	0.16517275
812	0.1651508185
813	0.1650901059
814	0.16492421
815	0.1648346138
816	0.1648077612
817	0.1647643756
818	0.1646480959
819	0.1646137029
820	0.1645241685
821	0.1644198412
822	0.1642461015
823	0.1641596308
824	0.1640934343
825	0.1639869833
826	0.1639425219
827	0.1639009173
828	0.1637939851
829	0.1637586165
830	0.1636974699
831	0.1635992967
832	0.1635464936
833	0.1634397205
834	0.1633786495
835	0.1632675211
836	0.1632018517
837	0.1631024508
838	0.1630321897
839	0.1629755049
840	0.1629138531
841	0.1628598588
842	0.1628072524
843	0.1627577804
844	0.1627012932
845	0.1626365702
846	0.1625651196
847	0.1625052017
848	0.1623953794
849	0.1622724927
850	0.1622196751
851	0.1621552635
852	0.1621472584
853	0.1620395105
854	0.1619831544
855	0.1619033098
856	0.1618359993
857	0.1616721181
858	0.1616020072
859	0.1615935186
860	0.1614025121
861	0.1613225378
862	0.1613144768
863	0.1612646464
864	0.161196875
865	0.1611521302
866	0.1611014041
867	0.1610258999
868	0.1608651458
869	0.1608069725
870	0.160676736
871	0.1606131766
872	0.1605257256
873	0.1603809089
874	0.160339098
875	0.1602742809
876	0.1601992862
877	0.1601286741
878	0.1600918781
879	0.1600222518
880	0.1599632592
881	0.1597443903
882	0.1596394769
883	0.1595107381
884	0.1594490522
885	0.1593660243
886	0.1592852893
887	0.1591661677
888	0.1591250514
889	0.1589321131
890	0.1588474691
891	0.1587982391
892	0.158747749
893	0.1587086731
894	0.1586739338
895	0.1585590365
896	0.158478399
897	0.1583947268
898	0.1583290529
899	0.1582746862
900	0.1582215308
901	0.1581313359
902	0.1580121258
903	0.1579620105
904	0.1579161821
905	0.1578617507
906	0.1578178997
907	0.1577939617
908	0.1576324492
909	0.1576135277
910	0.1575575709
911	0.1575403835
912	0.1574416422
913	0.1573864762
914	0.1573038792
915	0.1572599788
916	0.1571490585
917	0.1570688814
918	0.1570002517
919	0.1569097968
920	0.1568465759
921	0.1567653326
922	0.1567096592
923	0.1566613085
924	0.1566076737
925	0.1564599608
926	0.1564187925
927	0.1563343313
928	0.1562897548
929	0.1562484349
930	0.1562112544
931	0.156169058
932	0.1560828286
933	0.15604437
934	0.1560147534
935	0.1557843835
936	0.1556760798
937	0.1555958407
938	0.155513461
939	0.1554597745
940	0.1554472865
941	0.1553699877
942	0.1552794235
943	0.1551823693
944	0.1550600593
945	0.1550116408
946	0.1549467009
947	0.1549156682
948	0.1548811644
949	0.154827895
950	0.1547488208
951	0.1546896033
952	0.154653088
953	0.1546057612
954	0.1545655185
955	0.1545283543
956	0.1544991104
957	0.154423677
958	0.1543410464
959	0.1542027275
960	0.1541388648
961	0.1541114975
962	0.1540449505
963	0.1539617982
964	0.1538657981
965	0.1537730426
966	0.1536935448
967	0.1536203746
968	0.1535806156
969	0.1535187929
970	0.1534398491
971	0.1533940939
972	0.1532260596
973	0.1531578123
974	0.1531062733
975	0.1530624464
976	0.153015598
977	0.1529569637
978	0.1528765578
979	0.152726637
980	0.1526835435
981	0.1526549287
982	0.1525554453
983	0.1525039951
984	0.1524821676
985	0.1523838198
986	0.1523360769
987	0.1521749621
988	0.1521202468
989	0.1520627201
990	0.1520060997
991	0.1519237058
992	0.15187354
993	0.1517631175
994	0.1517168293
995	0.151686593
996	0.1516569218
997	0.1515759335
998	0.151556062
999	0.1514662938
